3.1979e+09	2103
3.08666e+09	2181
3.00741e+09	2103
3.05337e+09	2090
3.04499e+09	2090
3.05277e+09	2123
3.01286e+09	2085
2.99738e+09	2085
3.16742e+09	2085
3.03725e+09	2085
3.15257e+09	2103
3.1636e+09	2103
3.05623e+09	2090
3.01605e+09	2120
3.06199e+09	2103
2.99515e+09	2103
3.2406e+09	2166
3.05318e+09	2123
3.01554e+09	2090
3.0135e+09	2119
3.00621e+09	2103
3.07706e+09	2085
2.97635e+09	2085
3.15535e+09	2120
3.01062e+09	2094
3.04545e+09	2090
3.02289e+09	2090
2.98367e+09	2123
3.01495e+09	2085
3.02722e+09	2085
2.98376e+09	2103
3.0067e+09	2136
2.97583e+09	2090
3.00749e+09	2085
3.00893e+09	2085
3.02065e+09	2103
3.01662e+09	2090
3.01749e+09	2090
2.99705e+09	2090
3.00946e+09	2123
3.01319e+09	2123
2.99388e+09	2120
3.00031e+09	2085
3.01699e+09	2085
2.96744e+09	2085
3.02281e+09	2085
3.0425e+09	2103
3.05089e+09	2085
3.20957e+09	2085
2.95202e+09	2120
2.9539e+09	2120
