1.5907e+08	2123
1.55683e+08	2085
1.41685e+08	2085
1.40823e+08	2085
1.38626e+08	2129
1.36484e+08	2085
1.41315e+08	2085
1.27359e+08	2085
1.22637e+08	2129
1.20411e+08	2085
1.20709e+08	2085
1.36785e+08	2123
1.34286e+08	2123
1.2161e+08	2123
1.20843e+08	2123
1.25834e+08	2123
1.26902e+08	2123
1.40774e+08	2151
1.31928e+08	2116
1.202e+08	2123
1.19376e+08	2103
1.20413e+08	2085
1.20569e+08	2085
1.24985e+08	2120
1.2237e+08	2149
1.19774e+08	2123
1.25824e+08	2120
1.38501e+08	2103
1.22465e+08	2098
1.20087e+08	2151
1.20224e+08	2103
1.23096e+08	2098
1.51355e+08	2151
1.33946e+08	2120
1.25567e+08	2120
1.20399e+08	2085
1.20236e+08	2085
1.28061e+08	2154
1.34581e+08	2090
1.4306e+08	2090
1.22255e+08	2103
1.21538e+08	2097
1.21133e+08	2090
1.35309e+08	2085
1.50828e+08	2085
1.23614e+08	2116
1.20804e+08	2120
1.2443e+08	2103
1.20874e+08	2103
1.22143e+08	2103
1.20238e+08	2103
