1.76631e+09	2187
1.5901e+09	2090
1.60756e+09	2103
1.55114e+09	2085
1.63722e+09	2085
1.59428e+09	2123
1.75689e+09	2123
1.64072e+09	2103
1.60635e+09	2103
1.61557e+09	2085
1.84305e+09	2085
1.59133e+09	2090
1.62723e+09	2103
1.59223e+09	2103
1.62884e+09	2085
1.64377e+09	2085
1.60103e+09	2103
1.70773e+09	2090
1.63762e+09	2090
1.63745e+09	2138
1.57026e+09	2085
1.64178e+09	2085
1.62913e+09	2085
1.6547e+09	2085
1.62115e+09	2085
1.61972e+09	2085
1.60643e+09	2103
1.62659e+09	2085
1.5764e+09	2085
1.62788e+09	2085
1.60952e+09	2085
1.63367e+09	2085
1.62671e+09	2085
1.6323e+09	2120
1.62506e+09	2090
1.61705e+09	2090
1.64747e+09	2120
1.69719e+09	2090
1.65968e+09	2120
1.57882e+09	2153
1.65384e+09	2153
1.62562e+09	2151
1.61863e+09	2154
1.67372e+09	2100
1.62348e+09	2103
1.57595e+09	2134
1.65901e+09	2103
1.81755e+09	2085
1.59696e+09	2085
1.64981e+09	2090
1.62821e+09	2085
